url,filename
https://www.nytimes.com/2024/04/24/world/middleeast/israel-hamas-rafah-invasion.html,www-nytimes.com-israel-hamas-rafah-invasion.jpeg
https://www.foxnews.com/politics/arizona-gov-katie-hobbs-vetoes-bipartisan-bill-combat-squatting-election-bills,www-foxnews.com-arizona-gov-katie-hobbs-vetoes-bipartisan-bill-com.jpeg
